url,route_name,status_code,indexable,canonical,title,meta_description,h1,word_count_estimate,schema_types,in_sitemap,internal_links_in,internal_links_out,issue,recommended_action
https://barbarossoft.com.tr/,index,200,true,https://barbarossoft.com.tr/,"Barbarossoft | Kayseri Web Tasarım, SEO ve Google Ads","Barbarossoft; Kayseri merkezli butik dijital ajans olarak web tasarım, SEO, Google Haritalar ve Google Ads çözümlerini dönüşüm hedefiyle planlar.","İşletmeler İçin Web Tasarım, SEO ve Google Ads Çözümleri",1460,Answer|FAQPage|ProfessionalService|Question|WebSite,true,35,23,,Mevcut haliyle korunabilir; Search Console'da izlenmeli.
https://barbarossoft.com.tr/hizmetler,services_index,200,true,https://barbarossoft.com.tr/hizmetler,Hizmetler | Barbarossoft,"Web tasarım, kurumsal web sitesi, Kayseri SEO, yerel SEO, Google Haritalar, Google Ads, e-ticaret ve bakım hizmetlerini inceleyin.","Yerel işletmeler için web sitesi, SEO, Haritalar ve reklam altyapısı.",552,,true,8,17,,Mevcut haliyle korunabilir; Search Console'da izlenmeli.
https://barbarossoft.com.tr/kayseri-web-tasarim,service_kayseri-web-tasarim,200,true,https://barbarossoft.com.tr/kayseri-web-tasarim,Kayseri Web Tasarım ve Kurumsal Web Sitesi | Barbarossoft,"Kayseri'de mobil uyumlu, hızlı ve müşteri odaklı kurumsal web sitesi çözümleri. Web tasarım, teknik SEO ve dönüşüm altyapısı için Barbarossoft.",Kayseri Web Tasarım Hizmeti,679,Answer|BreadcrumbList|FAQPage|ListItem|Organization|Question|Service,true,34,27,,Mevcut haliyle korunabilir; Search Console'da izlenmeli.
https://barbarossoft.com.tr/kurumsal-web-tasarim,service_kurumsal-web-tasarim,200,true,https://barbarossoft.com.tr/kurumsal-web-tasarim,Kurumsal Web Tasarım ve Şirket Web Sitesi | Barbarossoft,"Kurumsal web tasarım hizmetiyle şirketiniz için güven veren, hızlı, mobil uyumlu ve ölçülebilir kurumsal web sitesi altyapısı hazırlayın.",Kurumsal Web Tasarım Hizmeti,726,Answer|BreadcrumbList|FAQPage|ListItem|Organization|Question|Service,true,34,27,,Mevcut haliyle korunabilir; Search Console'da izlenmeli.
https://barbarossoft.com.tr/kayseri-seo,service_kayseri-seo,200,true,https://barbarossoft.com.tr/kayseri-seo,Kayseri SEO Hizmeti ve SEO Danışmanlığı | Barbarossoft,"Kayseri SEO hizmetiyle teknik SEO, içerik planı, Search Console takibi, yerel görünürlük ve dönüşüm ölçümünü profesyonel bir yol haritasında birleştirin.",Kayseri SEO Hizmeti,735,Answer|BreadcrumbList|FAQPage|ListItem|Organization|Question|Service,true,34,27,,Mevcut haliyle korunabilir; Search Console'da izlenmeli.
https://barbarossoft.com.tr/yerel-seo,service_yerel-seo,200,true,https://barbarossoft.com.tr/yerel-seo,Yerel SEO Hizmeti | Bölgesel Google Görünürlüğü,"Yerel SEO hizmetiyle bölgesel arama görünürlüğünüzü; alaka düzeyi, mesafe, bilinirlik, web sitesi ve Google İşletme Profili uyumuyla güçlendirin.",Yerel SEO Hizmeti,684,Answer|BreadcrumbList|FAQPage|ListItem|Organization|Question|Service,true,34,27,,Mevcut haliyle korunabilir; Search Console'da izlenmeli.
https://barbarossoft.com.tr/google-ads-yonetimi,service_google-ads-yonetimi,200,true,https://barbarossoft.com.tr/google-ads-yonetimi,Google Ads Yönetimi | Reklam Optimizasyonu - Barbarossoft,"Google Ads arama kampanyaları, dönüşüm takibi, negatif kelime yönetimi ve bütçe optimizasyonu ile daha nitelikli müşteri talepleri.",Google Ads Yönetimi,656,Answer|BreadcrumbList|FAQPage|ListItem|Organization|Question|Service,true,34,27,,Mevcut haliyle korunabilir; Search Console'da izlenmeli.
https://barbarossoft.com.tr/google-haritalar-optimizasyonu,service_google-haritalar-optimizasyonu,200,true,https://barbarossoft.com.tr/google-haritalar-optimizasyonu,Google Haritalar Optimizasyonu ve İşletme Profili Yönetimi,"Google Haritalar optimizasyonu ve İşletme Profili yönetimiyle kategori, hizmet, çalışma saati, fotoğraf, yorum süreci ve web sitesi uyumunu düzenleyin.",Google Haritalar Optimizasyonu,671,Answer|BreadcrumbList|FAQPage|ListItem|Organization|Question|Service,true,34,27,,Mevcut haliyle korunabilir; Search Console'da izlenmeli.
https://barbarossoft.com.tr/e-ticaret-sitesi,service_e-ticaret-sitesi,200,true,https://barbarossoft.com.tr/e-ticaret-sitesi,E-Ticaret Sitesi | Satış Odaklı Web Çözümleri - Barbarossoft,"Ürünlerinizi düzenli, güven veren ve ölçülebilir bir e-ticaret altyapısıyla sunmanız için e-ticaret sitesi kurulumu ve optimizasyonu.",E-Ticaret Sitesi,653,Answer|BreadcrumbList|FAQPage|ListItem|Organization|Question|Service,true,34,27,,Mevcut haliyle korunabilir; Search Console'da izlenmeli.
https://barbarossoft.com.tr/web-sitesi-bakim-hizmeti,service_web-sitesi-bakim-hizmeti,200,true,https://barbarossoft.com.tr/web-sitesi-bakim-hizmeti,Web Sitesi Bakım Hizmeti | Güncelleme ve Destek - Barbarossoft,"Web sitenizin güncel, güvenli ve sorunsuz kalması için yedekleme, güncelleme, küçük içerik değişiklikleri ve performans kontrolleri.",Web Sitesi Bakım Hizmeti,645,Answer|BreadcrumbList|FAQPage|ListItem|Organization|Question|Service,true,34,27,,Mevcut haliyle korunabilir; Search Console'da izlenmeli.
https://barbarossoft.com.tr/projeler,projects_index,200,true,https://barbarossoft.com.tr/projeler,Projeler | Barbarossoft,Barbarossoft tarafından hazırlanan gerçek web tasarım ve dijital altyapı projelerini inceleyin.,Gerçek işletmeler için hazırlanan dijital altyapı çalışmaları.,397,BreadcrumbList|CollectionPage|ListItem,true,34,23,,Mevcut haliyle korunabilir; Search Console'da izlenmeli.
https://barbarossoft.com.tr/projeler/azr-evden-eve-nakliyat,project_detail,200,true,https://barbarossoft.com.tr/projeler/azr-evden-eve-nakliyat,AZR Evden Eve Nakliyat Projesi | Barbarossoft,"Kayseri'de nakliyat hizmetleri için mobil uyumlu, hızlı ve iletişim aksiyonları görünür bir kurumsal web sitesi hazırlandı.",AZR Evden Eve Nakliyat Projesi,335,BreadcrumbList|CreativeWork|ListItem|Organization,true,11,17,,Mevcut haliyle korunabilir; Search Console'da izlenmeli.
https://barbarossoft.com.tr/projeler/dogtek-dogalgaz-kurumsal-web-sitesi,project_detail,200,true,https://barbarossoft.com.tr/projeler/dogtek-dogalgaz-kurumsal-web-sitesi,Doğtek Doğalgaz ve Mühendislik Projesi | Barbarossoft,"Doğalgaz ve mühendislik hizmetleri için kurumsal kimliği yansıtan, mobil uyumlu ve hizmet odaklı web sitesi hazırlandı.",Doğtek Doğalgaz ve Mühendislik Projesi,334,BreadcrumbList|CreativeWork|ListItem|Organization,true,11,17,,Mevcut haliyle korunabilir; Search Console'da izlenmeli.
https://barbarossoft.com.tr/projeler/omerogullari-nakliyat,project_detail,200,true,https://barbarossoft.com.tr/projeler/omerogullari-nakliyat,Ömeroğulları Nakliyat Projesi | Barbarossoft,"Kayseri merkezli nakliyat hizmetleri için hızlı teklif formu, hizmet bölgesi anlatımı ve mobil iletişim aksiyonları öne çıkarılan web sitesi hazırlandı.",Ömeroğulları Nakliyat Projesi,329,BreadcrumbList|CreativeWork|ListItem|Organization,true,10,17,,Mevcut haliyle korunabilir; Search Console'da izlenmeli.
https://barbarossoft.com.tr/projeler/kayseri-hanedan-nakliyat,project_detail,200,true,https://barbarossoft.com.tr/projeler/kayseri-hanedan-nakliyat,Kayseri Hanedan Nakliyat Projesi | Barbarossoft,"Ev ve ofis taşımacılığı hizmetleri için kurumsal görünüm, hizmet anlatımı, rota/bölge yapısı ve teklif aksiyonları güçlendirildi.",Kayseri Hanedan Nakliyat Projesi,336,BreadcrumbList|CreativeWork|ListItem|Organization,true,10,17,,Mevcut haliyle korunabilir; Search Console'da izlenmeli.
https://barbarossoft.com.tr/projeler/kayseri-florya-palet,project_detail,200,true,https://barbarossoft.com.tr/projeler/kayseri-florya-palet,Kayseri Florya Palet Projesi | Barbarossoft,"Palet alım satımı yapan işletme için ürün/hizmet anlatımı, hızlı fiyat talebi ve WhatsApp odaklı web sitesi kurgulandı.",Kayseri Florya Palet Projesi,343,BreadcrumbList|CreativeWork|ListItem|Organization,true,11,17,,Mevcut haliyle korunabilir; Search Console'da izlenmeli.
https://barbarossoft.com.tr/projeler/izodev-izolasyon,project_detail,200,true,https://barbarossoft.com.tr/projeler/izodev-izolasyon,İzoDev İzolasyon Projesi | Barbarossoft,"Sprey poliüretan köpük yalıtım ve polyurea kaplama hizmetleri için hizmet odaklı, hızlı iletişim aksiyonları net bir web sitesi hazırlandı.",İzoDev İzolasyon Projesi,333,BreadcrumbList|CreativeWork|ListItem|Organization,true,11,17,,Mevcut haliyle korunabilir; Search Console'da izlenmeli.
https://barbarossoft.com.tr/nakliyat-firmalari-icin-web-tasarim,industry_nakliyat-firmalari-icin-web-tasarim,200,true,https://barbarossoft.com.tr/nakliyat-firmalari-icin-web-tasarim,Nakliyat Firmaları İçin Web Tasarım | Barbarossoft,"Nakliyat firmaları için telefon, WhatsApp, hizmet bölgesi ve yerel SEO odaklı kurumsal web sitesi yaklaşımı.",Nakliyat Firmaları İçin Web Tasarım,380,BreadcrumbList|ListItem,true,0,18,,Mevcut haliyle korunabilir; Search Console'da izlenmeli.
https://barbarossoft.com.tr/dogalgaz-firmalari-icin-web-tasarim,industry_dogalgaz-firmalari-icin-web-tasarim,200,true,https://barbarossoft.com.tr/dogalgaz-firmalari-icin-web-tasarim,Doğalgaz Firmaları İçin Web Tasarım | Barbarossoft,"Doğalgaz ve mühendislik firmaları için güven, hizmet anlatımı, yetki bilgileri ve iletişim odaklı web sitesi kurgusu.",Doğalgaz Firmaları İçin Web Tasarım,369,BreadcrumbList|ListItem,true,0,18,,Mevcut haliyle korunabilir; Search Console'da izlenmeli.
https://barbarossoft.com.tr/izolasyon-firmalari-icin-dijital-pazarlama,industry_izolasyon-firmalari-icin-dijital-pazarlama,200,true,https://barbarossoft.com.tr/izolasyon-firmalari-icin-dijital-pazarlama,İzolasyon Firmaları İçin Dijital Pazarlama | Barbarossoft,"İzolasyon firmaları için hizmet sayfaları, yerel SEO, Google Ads ve teklif formu odaklı dijital pazarlama planı.",İzolasyon Firmaları İçin Dijital Pazarlama,362,BreadcrumbList|ListItem,true,0,18,,Mevcut haliyle korunabilir; Search Console'da izlenmeli.
https://barbarossoft.com.tr/sanayi-firmalari-icin-kurumsal-web-sitesi,industry_sanayi-firmalari-icin-kurumsal-web-sitesi,200,true,https://barbarossoft.com.tr/sanayi-firmalari-icin-kurumsal-web-sitesi,Sanayi Firmaları İçin Kurumsal Web Sitesi | Barbarossoft,"Sanayi ve üretim firmaları için ürün, kapasite, referans ve teklif talebi odaklı kurumsal web sitesi yaklaşımı.",Sanayi Firmaları İçin Kurumsal Web Sitesi,378,BreadcrumbList|ListItem,true,0,18,,Mevcut haliyle korunabilir; Search Console'da izlenmeli.
https://barbarossoft.com.tr/hakkimizda,about,200,true,https://barbarossoft.com.tr/hakkimizda,Hakkımızda | Barbarossoft,"Barbarossoft, Kayseri merkezli butik bir dijital ajans olarak yerel işletmelere web tasarım, yerel SEO, Google Haritalar ve Google Ads çözümleri geliştirir.","Kayseri merkezli, odaklı ve doğrudan iletişim kuran butik dijital ajans.",332,,true,34,17,,Mevcut haliyle korunabilir; Search Console'da izlenmeli.
https://barbarossoft.com.tr/iletisim,contact,200,true,https://barbarossoft.com.tr/iletisim,İletişim | Barbarossoft,"Barbarossoft ile telefon, WhatsApp, e-posta veya teklif formu üzerinden iletişime geçin.","Web siteniz, Google görünürlüğünüz veya reklam hesabınız için görüşelim.",286,,true,34,17,,Mevcut haliyle korunabilir; Search Console'da izlenmeli.
https://barbarossoft.com.tr/blog,blog_index,200,true,https://barbarossoft.com.tr/blog,Blog | Barbarossoft,"Web tasarım, yerel SEO, Google Haritalar ve Google Ads hakkında yerel işletmeler için pratik yazılar.","Yerel işletmeler için web tasarım, SEO, Haritalar ve reklam notları.",345,,true,34,23,,Mevcut haliyle korunabilir; Search Console'da izlenmeli.
https://barbarossoft.com.tr/blog/kayseride-web-sitesi-yaptirirken-nelere-dikkat-edilmeli,blog_detail,200,true,https://barbarossoft.com.tr/blog/kayseride-web-sitesi-yaptirirken-nelere-dikkat-edilmeli,Kayseri'de Web Sitesi Yaptırırken Nelere Dikkat Edilmeli? | Barbarossoft,"Kayseri'de kurumsal web sitesi yaptırmadan önce hız, mobil uyum, içerik, SEO ve dönüşüm noktalarında nelere bakmanız gerektiğini öğrenin.",Kayseri'de Web Sitesi Yaptırırken Nelere Dikkat Edilmeli?,418,BlogPosting|BreadcrumbList|ListItem|Organization,true,11,20,,Mevcut haliyle korunabilir; Search Console'da izlenmeli.
https://barbarossoft.com.tr/blog/yerel-seo-nedir-ve-hangi-isletmeler-icin-gereklidir,blog_detail,200,true,https://barbarossoft.com.tr/blog/yerel-seo-nedir-ve-hangi-isletmeler-icin-gereklidir,Yerel SEO Nedir ve Hangi İşletmeler İçin Gereklidir? | Barbarossoft,Yerel SEO'nun hizmet bölgesi olan işletmeler için neden önemli olduğunu ve web sitesiyle Google Haritalar'ın nasıl birlikte çalıştığını öğrenin.,Yerel SEO Nedir ve Hangi İşletmeler İçin Gereklidir?,409,BlogPosting|BreadcrumbList|ListItem|Organization,true,9,20,,Mevcut haliyle korunabilir; Search Console'da izlenmeli.
https://barbarossoft.com.tr/blog/google-haritalarda-isletme-siralamasi-nasil-guclendirilir,blog_detail,200,true,https://barbarossoft.com.tr/blog/google-haritalarda-isletme-siralamasi-nasil-guclendirilir,Google Haritalar'da İşletme Sıralaması Nasıl Güçlendirilir? | Barbarossoft,"Google Haritalar görünürlüğünü güçlendirmek için kategori, hizmet, fotoğraf, yorum süreci ve web sitesi uyumunda dikkat edilmesi gerekenler.",Google Haritalar'da İşletme Sıralaması Nasıl Güçlendirilir?,391,BlogPosting|BreadcrumbList|ListItem|Organization,true,9,20,,Mevcut haliyle korunabilir; Search Console'da izlenmeli.
https://barbarossoft.com.tr/blog/google-ads-reklamlari-neden-gorunmeyebilir,blog_detail,200,true,https://barbarossoft.com.tr/blog/google-ads-reklamlari-neden-gorunmeyebilir,Google Ads Reklamları Neden Görünmeyebilir? | Barbarossoft,"Google Ads reklamlarınız görünmüyorsa bütçe, kalite, lokasyon, anahtar kelime ve onay süreçlerinde kontrol edilmesi gereken alanlar.",Google Ads Reklamları Neden Görünmeyebilir?,383,BlogPosting|BreadcrumbList|ListItem|Organization,true,6,20,,Mevcut haliyle korunabilir; Search Console'da izlenmeli.
https://barbarossoft.com.tr/blog/web-sitesinden-gelen-whatsapp-talepleri-nasil-olculur,blog_detail,200,true,https://barbarossoft.com.tr/blog/web-sitesinden-gelen-whatsapp-talepleri-nasil-olculur,Web Sitesinden Gelen WhatsApp Talepleri Nasıl Ölçülür? | Barbarossoft,"WhatsApp butonlarının tıklanma, form başlangıcı ve teklif talebi gibi dönüşüm olaylarıyla nasıl ölçülebileceğini öğrenin.",Web Sitesinden Gelen WhatsApp Talepleri Nasıl Ölçülür?,388,BlogPosting|BreadcrumbList|ListItem|Organization,true,7,20,,Mevcut haliyle korunabilir; Search Console'da izlenmeli.
https://barbarossoft.com.tr/blog/kurumsal-web-sitesinde-mutlaka-bulunmasi-gereken-bolumler,blog_detail,200,true,https://barbarossoft.com.tr/blog/kurumsal-web-sitesinde-mutlaka-bulunmasi-gereken-bolumler,Kurumsal Web Sitesinde Mutlaka Bulunması Gereken Bölümler | Barbarossoft,"Kurumsal web sitesinde hizmetler, projeler, hakkımızda, iletişim, SSS ve güven unsurlarının nasıl konumlanması gerektiğini keşfedin.",Kurumsal Web Sitesinde Mutlaka Bulunması Gereken Bölümler,382,BlogPosting|BreadcrumbList|ListItem|Organization,true,6,20,,Mevcut haliyle korunabilir; Search Console'da izlenmeli.
https://barbarossoft.com.tr/gizlilik-politikasi,legal_gizlilik-politikasi,200,true,https://barbarossoft.com.tr/gizlilik-politikasi,Gizlilik Politikası | Barbarossoft,"Barbarossoft web sitesi üzerinden işlenen kişisel veriler, iletişim kanalları, analitik çerezler ve kullanıcı hakları hakkında gizlilik bilgilendirmesi.",Gizlilik Politikası,505,,true,34,17,,Mevcut haliyle korunabilir; Search Console'da izlenmeli.
https://barbarossoft.com.tr/kvkk-aydinlatma-metni,legal_kvkk-aydinlatma-metni,200,true,https://barbarossoft.com.tr/kvkk-aydinlatma-metni,KVKK Aydınlatma Metni | Barbarossoft,6698 sayılı Kişisel Verilerin Korunması Kanunu kapsamında Barbarossoft iletişim ve teklif süreçleri için aydınlatma metni.,KVKK Aydınlatma Metni,619,,true,34,17,,Mevcut haliyle korunabilir; Search Console'da izlenmeli.
https://barbarossoft.com.tr/cerez-politikasi,legal_cerez-politikasi,200,true,https://barbarossoft.com.tr/cerez-politikasi,Çerez Politikası | Barbarossoft,"Barbarossoft web sitesinde kullanılan zorunlu ve analitik çerezler, amaçları, saklama süreleri ve tercih yönetimi.",Çerez Politikası,369,,true,34,17,,Mevcut haliyle korunabilir; Search Console'da izlenmeli.
https://barbarossoft.com.tr/kullanim-kosullari,legal_kullanim-kosullari,200,true,https://barbarossoft.com.tr/kullanim-kosullari,Kullanım Koşulları | Barbarossoft,"Barbarossoft web sitesinin kullanımına, hizmet bilgilerinin kapsamına ve teklif süreçlerine ilişkin koşullar.",Kullanım Koşulları,380,,true,34,17,,Mevcut haliyle korunabilir; Search Console'da izlenmeli.
https://barbarossoft.com.tr/fastlisting-privacy,fastlisting_privacy,200,false,,Privacy Policy - Fastlisting AI,,Privacy Policy for Fastlisting AI,337,,false,0,1,,Mevcut haliyle korunabilir; Search Console'da izlenmeli.
https://barbarossoft.com.tr/services,legacy_services,301,false,,,,,0,,false,0,0,,301 hedefini koru ve dahili linkleri yeni URL'ye ver.
https://barbarossoft.com.tr/projects,legacy_projects,301,false,,,,,0,,false,0,0,,301 hedefini koru ve dahili linkleri yeni URL'ye ver.
https://barbarossoft.com.tr/about,legacy_about,301,false,,,,,0,,false,0,0,,301 hedefini koru ve dahili linkleri yeni URL'ye ver.
https://barbarossoft.com.tr/contact,legacy_contact,301,false,,,,,0,,false,0,0,,301 hedefini koru ve dahili linkleri yeni URL'ye ver.
https://barbarossoft.com.tr/kurumsal-web-sitesi,legacy_kurumsal_web_sitesi,301,false,,,,,0,,false,0,0,,301 hedefini koru ve dahili linkleri yeni URL'ye ver.
https://barbarossoft.com.tr/seo-hizmeti,legacy_kayseri_seo,301,false,,,,,0,,false,0,0,,301 hedefini koru ve dahili linkleri yeni URL'ye ver.
https://barbarossoft.com.tr/kayseri-seo-danismanligi,legacy_kayseri_seo,301,false,,,,,0,,false,0,0,,301 hedefini koru ve dahili linkleri yeni URL'ye ver.
